市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,5257.T,ノバシステム,5,2564.0,5100
グロース（内国株式）,5258.T,トランザクション・メディア・ネットワークス,6,475.0,363700
グロース（内国株式）,5259.T,ＢＢＤイニシアティブ,1,1736.0,13000
プライム（内国株式）,5261.T,リソルホールディングス,1,5380.0,4400
プライム（内国株式）,5262.T,日本ヒューム,1,4145.0,1150900
スタンダード（内国株式）,5268.T,旭コンクリート工業,1,990.0,158900
プライム（内国株式）,5269.T,日本コンクリート工業,1,342.0,315000
スタンダード（内国株式）,5271.T,トーヨーアサノ,1,2345.0,100
スタンダード（内国株式）,5273.T,三谷セキサン,3,8730.0,16000
スタンダード（内国株式）,5279.T,日本興業,1,1450.0,6800
スタンダード（内国株式）,5280.T,ヨシコン,1,2415.0,41100
スタンダード（内国株式）,5282.T,ジオスター,1,347.0,165600
スタンダード（内国株式）,5283.T,高見澤,1,3280.0,600
スタンダード（内国株式）,5284.T,ヤマウホールディングス,1,2472.0,16700
スタンダード（内国株式）,5285.T,ヤマックス,1,2154.0,110900
スタンダード（内国株式）,5287.T,イトーヨーギョー,1,1325.0,301900
プライム（内国株式）,5288.T,アジアパイルホールディングス,1,1257.0,150400
スタンダード（内国株式）,5290.T,ベルテクスコーポレーション,2,1554.0,68000
プライム（内国株式）,5301.T,東海カーボン,3,1005.5,1221100
プライム（内国株式）,5302.T,日本カーボン,1,4320.0,79100
スタンダード（内国株式）,5304.T,ＳＥＣカーボン,1,2292.0,38100
プライム（内国株式）,5310.T,東洋炭素,5,4250.0,289400
プライム（内国株式）,5331.T,ノリタケ,1,4720.0,88300
プライム（内国株式）,5332.T,ＴＯＴＯ,1,4009.0,1671600
プライム（内国株式）,5333.T,日本碍子,1,2449.5,1471800
プライム（内国株式）,5334.T,日本特殊陶業,1,5872.0,2835500
スタンダード（内国株式）,5337.T,ダントーホールディングス,5,689.0,6700
スタンダード（内国株式）,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,1,386.0,7900
プライム（内国株式）,5344.T,ＭＡＲＵＷＡ,6,43320.0,159100
プライム（内国株式）,5351.T,品川リフラクトリーズ,1,1913.0,87700
プライム（内国株式）,5352.T,黒崎播磨,1,4120.0,205500
スタンダード（内国株式）,5355.T,日本坩堝,2,602.0,2200
スタンダード（内国株式）,5356.T,美濃窯業,1,1340.0,18200
プライム（内国株式）,5357.T,ヨータイ,1,1723.0,47000
スタンダード（内国株式）,5363.T,東京窯業,4,533.0,48800
スタンダード（内国株式）,5367.T,ニッカトー,1,571.0,9600
スタンダード（内国株式）,5368.T,日本インシュレーション,4,1018.0,34500
スタンダード（内国株式）,5380.T,新東,1,1667.0,2700
スタンダード（内国株式）,5381.T,Ｍｉｐｏｘ,4,455.0,131800
プライム（内国株式）,5384.T,フジミインコーポレーテッド,1,2227.0,579400
スタンダード（内国株式）,5386.T,鶴弥,2,406.0,42700
スタンダード（内国株式）,5388.T,クニミネ工業,1,1149.0,5400
スタンダード（内国株式）,5391.T,エーアンドエーマテリアル,1,1266.0,18100
プライム（内国株式）,5393.T,ニチアス,1,5846.0,226600
プライム（内国株式）,5401.T,日本製鉄,1,3224.0,6156700
プライム（内国株式）,5406.T,神戸製鋼所,1,1808.0,2586400
プライム（内国株式）,5408.T,中山製鋼所,2,667.0,323500
プライム（内国株式）,5410.T,合同製鐵,1,4135.0,80400
プライム（内国株式）,5411.T,ＪＦＥホールディングス,1,1893.0,4576100
プライム（内国株式）,5423.T,東京製鐵,4,1534.0,862900
プライム（内国株式）,5440.T,共英製鋼,1,2303.0,116400
プライム（内国株式）,5444.T,大和工業,1,9671.0,281000
プライム（内国株式）,5445.T,東京鐵鋼,2,5950.0,56800
スタンダード（内国株式）,5446.T,北越メタル,3,1247.0,15200
スタンダード（内国株式）,5449.T,大阪製鐵,1,2805.0,68400
プライム（内国株式）,5451.T,淀川製鋼所,2,1349.0,437400
スタンダード（内国株式）,5458.T,高砂鐵工,1,965.0,8000
プライム（内国株式）,5461.T,中部鋼鈑,1,2266.0,49800
プライム（内国株式）,5463.T,丸一鋼管,1,3830.0,477500
スタンダード（内国株式）,5464.T,モリ工業,1,960.0,38100
プライム（内国株式）,5471.T,大同特殊鋼,1,1299.0,793300
スタンダード（内国株式）,5476.T,日本高周波鋼業,1,450.0,3900
プライム（内国株式）,5480.T,日本冶金工業,1,4405.0,129500
プライム（内国株式）,5482.T,愛知製鋼,1,2837.0,608000
スタンダード（内国株式）,5484.T,東北特殊鋼,1,2000.0,1500
スタンダード（内国株式）,5491.T,日本金属,1,796.0,49600
グロース（内国株式）,5527.T,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,2,659.0,56700
グロース（内国株式）,5532.T,リアルゲイト,1,3460.0,141300
スタンダード（内国株式）,5533.T,エリッツホールディングス,1,2000.0,600
プライム（内国株式）,5535.T,ミガロホールディングス,4,911.0,418800
プライム（内国株式）,5541.T,大平洋金属,1,2024.0,413600
スタンダード（内国株式）,5542.T,新報国マテリアル,5,792.0,7600
プライム（内国株式）,5563.T,新日本電工,1,328.0,740500
グロース（内国株式）,5570.T,ジェノバ,1,786.0,37800
スタンダード（内国株式）,5571.T,エキサイトホールディングス,1,1388.0,7100
グロース（内国株式）,5572.T,Ｒｉｄｇｅ－ｉ,2,2819.0,96700
グロース（内国株式）,5574.T,ＡＢＥＪＡ,5,3300.0,505400
グロース（内国株式）,5575.T,Ｇｌｏｂｅｅ,4,886.0,3200
スタンダード（内国株式）,5576.T,オービーシステム,6,2897.0,9200
グロース（内国株式）,5577.T,アイデミー,1,1446.0,66300
グロース（内国株式）,5578.T,ＡＲアドバンストテクノロジ,1,3040.0,18800
グロース（内国株式）,5580.T,プロディライト,4,1697.0,4200
PRO Market,5581.T,カイテクノロジー,1,226.0,0
グロース（内国株式）,5582.T,グリッド,1,2681.0,41100
グロース（内国株式）,5586.T,Ｌａｂｏｒｏ．ＡＩ,4,1029.0,89800
グロース（内国株式）,5587.T,インバウンドプラットフォーム,2,1161.0,15000
グロース（内国株式）,5588.T,ファーストアカウンティング,4,1395.0,14100
スタンダード（内国株式）,5589.T,オートサーバー,1,2502.0,4600
グロース（内国株式）,5590.T,ネットスターズ,1,1325.0,238300
グロース（内国株式）,5591.T,ＡＶＩＬＥＮ,5,1458.0,26900
グロース（内国株式）,5592.T,くすりの窓口,1,4000.0,95700
グロース（内国株式）,5595.T,ＱＰＳ研究所,4,1853.0,2800100
グロース（内国株式）,5596.T,アウトルックコンサルティング,2,1331.0,2800
グロース（内国株式）,5597.T,ブルーイノベーション,3,2346.0,291300
グロース（内国株式）,5599.T,Ｓ＆Ｊ,1,1438.0,40600
プライム（内国株式）,5602.T,栗本鐵工所,1,8580.0,612100
スタンダード（内国株式）,5603.T,虹技,1,1271.0,8300
スタンダード（内国株式）,5609.T,日本鋳造,1,905.0,11200
スタンダード（内国株式）,5612.T,日本鋳鉄管,1,2139.0,141400
グロース（内国株式）,5616.T,雨風太陽,4,1130.0,19500
グロース（内国株式）,5618.T,ナイル,4,412.0,9300
グロース（内国株式）,5619.T,マーソ,2,1071.0,200
グロース（内国株式）,5621.T,ヒューマンテクノロジーズ,1,2578.0,49900
プライム（内国株式）,5631.T,日本製鋼所,4,8886.0,1321700
プライム（内国株式）,5632.T,三菱製鋼,1,1743.0,92800
スタンダード（内国株式）,5644.T,メタルアート,1,3895.0,8500
スタンダード（内国株式）,5658.T,日亜鋼業,1,378.0,80900
プライム（内国株式）,5659.T,日本精線,1,1145.0,22700
スタンダード（内国株式）,5660.T,神鋼鋼線工業,3,1375.0,3900
スタンダード（内国株式）,5695.T,パウダーテック,1,2359.0,300
スタンダード（内国株式）,5697.T,サンユウ,1,674.0,10700
プライム（内国株式）,5698.T,エンビプロ・ホールディングス,4,495.0,127400
スタンダード（内国株式）,5699.T,イボキン,4,1355.0,3100
プライム（内国株式）,5702.T,大紀アルミニウム工業所,2,1126.0,164600
プライム（内国株式）,5703.T,日本軽金属ホールディングス,1,2105.0,466400
グロース（内国株式）,5704.T,ＪＭＣ,2,457.0,6400
プライム（内国株式）,5706.T,三井金属鉱業,1,10810.0,2574800
プライム（内国株式）,5707.T,東邦亜鉛,4,666.0,175500
プライム（内国株式）,5711.T,三菱マテリアル,1,2590.5,1418400
プライム（内国株式）,5713.T,住友金属鉱山,1,4150.0,4110700
プライム（内国株式）,5714.T,ＤＯＷＡホールディングス,1,5225.0,421500
プライム（内国株式）,5715.T,古河機械金属,1,2787.0,308800
スタンダード（内国株式）,5721.T,エス・サイエンス,1,290.0,24784400
スタンダード（内国株式）,5724.T,アサカ理研,2,1268.0,54900
プライム（内国株式）,5726.T,大阪チタニウムテクノロジーズ,1,2400.0,2366800
プライム（内国株式）,5727.T,東邦チタニウム,1,1642.0,790400
スタンダード（内国株式）,5729.T,日本精鉱,1,11480.0,30400
プライム（内国株式）,5741.T,ＵＡＣＪ,1,6280.0,123900
スタンダード（内国株式）,5742.T,エヌアイシ・オートテック,1,815.0,5100
スタンダード（内国株式）,5753.T,日本伸銅,1,2316.0,3900
プライム（内国株式）,5757.T,ＣＫサンエツ,1,4265.0,9100
プライム（内国株式）,5801.T,古河電気工業,1,8957.0,9083900
プライム（内国株式）,5802.T,住友電気工業,1,4184.0,6414700
プライム（内国株式）,5803.T,フジクラ,1,13975.0,9776000
プライム（内国株式）,5805.T,ＳＷＣＣ,4,7980.0,423900
スタンダード（内国株式）,5816.T,オーナンバ,1,1068.0,14300
スタンダード（内国株式）,5817.T,ＪＭＡＣＳ,1,452.0,87700
スタンダード（内国株式）,5819.T,カナレ電気,1,1865.0,10500
スタンダード（内国株式）,5820.T,三ッ星,4,711.0,7100
プライム（内国株式）,5821.T,平河ヒューテック,1,2044.0,61000
プライム（内国株式）,5830.T,いよぎんホールディングス,1,2124.0,1726700
プライム（内国株式）,5831.T,しずおかフィナンシャルグループ,1,1975.0,5410400
プライム（内国株式）,5832.T,ちゅうぎんフィナンシャルグループ,1,2133.5,544500
グロース（内国株式）,5834.T,ＳＢＩリーシングサービス,1,5130.0,105400
プライム（内国株式）,5838.T,楽天銀行,3,7610.0,2139200
グロース（内国株式）,5842.T,インテグラル,1,3830.0,74700
スタンダード（内国株式）,5843.T,ニッポンインシュア,2,2965.0,16400
プライム（内国株式）,5844.T,京都フィナンシャルグループ,1,3040.0,2135200
スタンダード（内国株式）,5845.T,全保連,1,932.0,117900
プライム（内国株式）,5851.T,リョービ,1,2799.0,139900
プライム（内国株式）,5852.T,アーレスティ,2,886.0,244400
スタンダード（内国株式）,5856.T,エルアイイーエイチ,4,37.0,732800
プライム（内国株式）,5857.T,ＡＲＥホールディングス,1,2147.0,350600
グロース（内国株式）,5858.T,ＳＴＧ,1,1961.0,24300
グロース（内国株式）,5867.T,エスネットワークス,1,1284.0,2700
スタンダード（内国株式）,5868.T,ロココ,1,1075.0,15200
スタンダード（内国株式）,5869.T,早稲田学習研究会,1,1240.0,22500
グロース（内国株式）,5870.T,ナルネットコミュニケーションズ,1,986.0,66800
スタンダード（内国株式）,5871.T,ＳＯＬＩＺＥ,5,1761.0,3800
グロース（内国株式）,5884.T,クラダシ,2,515.0,24400
スタンダード（内国株式）,5885.T,ジーデップ・アドバンス,4,3005.0,74000
グロース（内国株式）,5888.T,ＤＡＩＷＡ　ＣＹＣＬＥ,1,4240.0,15400
スタンダード（内国株式）,5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,1,2251.0,94400
スタンダード（内国株式）,5891.T,魁力屋,4,1808.0,40400
グロース（内国株式）,5892.T,ｙｕｔｏｒｉ,3,4780.0,186000
スタンダード（内国株式）,5900.T,ダイケン,2,830.0,5300
プライム（内国株式）,5901.T,東洋製罐グループホールディングス,2,3451.0,815200
プライム（内国株式）,5902.T,ホッカンホールディングス,1,2293.0,36500
スタンダード（内国株式）,5903.T,シンポ,1,1235.0,2000
スタンダード（内国株式）,5905.T,日本製罐,4,1280.0,400
スタンダード（内国株式）,5906.T,エムケー精工,1,555.0,20900
スタンダード（内国株式）,5909.T,コロナ,1,957.0,18100
プライム（内国株式）,5911.T,横河ブリッジホールディングス,1,2804.0,184300
スタンダード（内国株式）,5915.T,駒井ハルテック,1,1646.0,6600
スタンダード（内国株式）,5918.T,瀧上工業,1,7210.0,800
スタンダード（内国株式）,5921.T,川岸工業,1,4510.0,500
スタンダード（内国株式）,5922.T,那須電機鉄工,2,14240.0,1300
スタンダード（内国株式）,5923.T,高田機工,1,1165.0,9700
スタンダード（内国株式）,5928.T,アルメタックス,1,287.0,38000
プライム（内国株式）,5929.T,三和ホールディングス,4,4487.0,1206300
プライム（内国株式）,5930.T,文化シヤッター,4,2397.0,143500
プライム（内国株式）,5932.T,三協立山,1,658.0,101800
プライム（内国株式）,5933.T,アルインコ,1,1087.0,44800
スタンダード（内国株式）,5936.T,東洋シヤッター,1,895.0,23100
プライム（内国株式）,5938.T,ＬＩＸＩＬ,1,1918.5,2325200
スタンダード（内国株式）,5939.T,大谷工業,2,5450.0,1700
スタンダード（内国株式）,5940.T,不二サッシ,1,831.0,36700
スタンダード（内国株式）,5941.T,中西製作所,4,2404.0,800
スタンダード（内国株式）,5942.T,日本フイルコン,1,557.0,74900
プライム（内国株式）,5943.T,ノーリツ,1,2028.0,179700
スタンダード（内国株式）,5945.T,天龍製鋸,1,2127.0,2000
プライム（内国株式）,5946.T,長府製作所,5,1903.0,55300
プライム（内国株式）,5947.T,リンナイ,4,3668.0,576700
プライム（内国株式）,5949.T,ユニプレス,1,1233.0,144500
スタンダード（内国株式）,5950.T,日本パワーファスニング,2,198.0,39100
スタンダード（内国株式）,5951.T,ダイニチ工業,1,852.0,8800
スタンダード（内国株式）,5952.T,アマテイ,2,185.0,76200
スタンダード（内国株式）,5955.T,ワイズホールディングス,4,83.0,870300
スタンダード（内国株式）,5956.T,トーソー,1,558.0,1900
プライム（内国株式）,5957.T,日東精工,1,637.0,71900
スタンダード（内国株式）,5958.T,三洋工業,1,4160.0,2600
プライム（内国株式）,5959.T,岡部,2,926.0,71600
スタンダード（内国株式）,5962.T,浅香工業,1,1625.0,5300
スタンダード（内国株式）,5965.T,フジマック,1,1100.0,17900
スタンダード（内国株式）,5966.T,京都機械工具,5,2515.0,100
スタンダード（内国株式）,5967.T,ＴＯＮＥ,1,592.0,12200
スタンダード（内国株式）,5969.T,ロブテックス,4,1184.0,700
プライム（内国株式）,5970.T,ジーテクト,1,1983.0,131300
スタンダード（内国株式）,5971.T,共和工業所,1,6240.0,800
スタンダード（内国株式）,5973.T,トーアミ,4,533.0,300
スタンダード（内国株式）,5974.T,中国工業,1,557.0,9800
プライム（内国株式）,5975.T,東プレ,1,2263.0,323900
プライム（内国株式）,5976.T,高周波熱錬,1,1248.0,183000
プライム（内国株式）,5981.T,東京製綱,1,1485.0,40300
スタンダード（内国株式）,5982.T,マルゼン,1,3695.0,3900
スタンダード（内国株式）,5983.T,イワブチ,1,11240.0,18300
スタンダード（内国株式）,5984.T,兼房,1,677.0,2300
スタンダード（内国株式）,5985.T,サンコール,1,1069.0,1812500
スタンダード（内国株式）,5986.T,モリテック　スチール,2,206.0,14400
スタンダード（内国株式）,5987.T,オーネックス,4,1760.0,300
プライム（内国株式）,5988.T,パイオラックス,1,1837.0,353900
プライム（内国株式）,5989.T,エイチワン,1,1510.0,114900
スタンダード（内国株式）,5990.T,スーパーツール,6,1954.0,1000
プライム（内国株式）,5991.T,日本発條,1,2068.0,1002100
スタンダード（内国株式）,5992.T,中央発條,1,3230.0,58200
スタンダード（内国株式）,5994.T,ファインシンター,1,1416.0,108200
スタンダード（内国株式）,5997.T,協立エアテック,1,700.0,22600
スタンダード（内国株式）,5998.T,アドバネクス,1,1818.0,109100
プライム（内国株式）,6005.T,三浦工業,1,2937.0,1522900
プライム（内国株式）,6013.T,タクマ,1,2250.0,287800
スタンダード（内国株式）,6016.T,ジャパンエンジンコーポレーション,1,10480.0,504800
スタンダード（内国株式）,6018.T,阪神内燃機工業,1,3205.0,15200
スタンダード（内国株式）,6022.T,赤阪鐵工所,1,3350.0,8000
スタンダード（内国株式）,6023.T,ダイハツインフィニアース,2,2976.0,153000
グロース（内国株式）,6026.T,ＧＭＯ　ＴＥＣＨ,1,6800.0,4700
グロース（内国株式）,6027.T,弁護士ドットコム,2,3370.0,152300
プライム（内国株式）,6028.T,テクノプロ・ホールディングス,1,4803.0,927600
スタンダード（内国株式）,6029.T,アトラグループ,3,203.0,88400
グロース（内国株式）,6030.T,アドベンチャー,4,2983.0,19300
グロース（内国株式）,6031.T,ＺＥＴＡ,4,385.0,149800
グロース（内国株式）,6033.T,エクストリーム,1,1358.0,2900
グロース（内国株式）,6034.T,ＭＲＴ,2,702.0,3500
プライム（内国株式）,6035.T,アイ・アールジャパンホールディングス,1,875.0,82700
プライム（内国株式）,6036.T,ＫｅｅＰｅｒ技研,1,3830.0,149400
スタンダード（内国株式）,6037.T,楽待,1,1439.0,186000
グロース（内国株式）,6038.T,イード,6,894.0,40600
グロース（内国株式）,6039.T,日本動物高度医療センター,1,4940.0,28800
グロース（内国株式）,6040.T,日本スキー場開発,3,551.0,206700
スタンダード（内国株式）,6042.T,ニッキ,1,3220.0,4700
スタンダード（内国株式）,6044.T,三機サービス,1,1855.0,8400
グロース（内国株式）,6045.T,レントラックス,1,1582.0,83500
グロース（内国株式）,6046.T,リンクバル,1,135.0,83700
プライム（内国株式）,6047.T,Ｇｕｎｏｓｙ,1,729.0,215100
スタンダード（内国株式）,6048.T,デザインワン・ジャパン,6,97.0,42300
グロース（内国株式）,6049.T,イトクロ,1,290.0,50400
プライム（内国株式）,6050.T,イー・ガーディアン,6,2085.0,58800
スタンダード（内国株式）,6054.T,リブセンス,4,137.0,43000
プライム（内国株式）,6055.T,ジャパンマテリアル,1,1906.0,1441200
プライム（内国株式）,6058.T,ベクトル,1,1146.0,243700
スタンダード（内国株式）,6059.T,ウチヤマホールディングス,1,335.0,8600
スタンダード（内国株式）,6060.T,こころネット,1,1036.0,1200
スタンダード（内国株式）,6061.T,ユニバーサル園芸社,2,5890.0,1700
プライム（内国株式）,6062.T,チャーム・ケア・コーポレーション,5,1100.0,313800
スタンダード（内国株式）,6063.T,日本エマージェンシーアシスタンス,5,1005.0,1500
グロース（内国株式）,6069.T,トレンダーズ,4,914.0,85800
プライム（内国株式）,6070.T,キャリアリンク,1,2391.0,60400
プライム（内国株式）,6071.T,ＩＢＪ,1,859.0,158900
グロース（内国株式）,6072.T,地盤ネットホールディングス,6,167.0,395000
プライム（内国株式）,6073.T,アサンテ,1,1692.0,31000
スタンダード（内国株式）,6074.T,ジェイエスエス,1,562.0,4900
プライム（内国株式）,6078.T,バリューＨＲ,5,1591.0,66400
プライム（内国株式）,6080.T,Ｍ＆Ａキャピタルパートナーズ,1,3185.0,129800
グロース（内国株式）,6081.T,アライドアーキテクツ,2,225.0,106100
スタンダード（内国株式）,6082.T,ライドオンエクスプレスホールディングス,1,1013.0,12100
スタンダード（内国株式）,6083.T,ＥＲＩホールディングス,4,2941.0,20500
グロース（内国株式）,6085.T,アーキテクツ・スタジオ・ジャパン,5,278.0,7000
グロース（内国株式）,6086.T,シンメンテホールディングス,3,1137.0,7600
スタンダード（内国株式）,6087.T,アビスト,1,3425.0,2500
プライム（内国株式）,6088.T,シグマクシス・ホールディングス,4,920.0,740200
プライム（内国株式）,6089.T,ウィルグループ,1,993.0,44700
グロース（内国株式）,6090.T,ヒューマン・メタボローム・テクノロジーズ,4,723.0,5600
スタンダード（内国株式）,6091.T,ウエスコホールディングス,1,945.0,72900
スタンダード（内国株式）,6092.T,エンバイオ・ホールディングス,4,636.0,39900
スタンダード（内国株式）,6093.T,エスクロー・エージェント・ジャパン,1,135.0,370200
グロース（内国株式）,6094.T,フリークアウト・ホールディングス,1,530.0,6000
プライム（内国株式）,6095.T,メドピア,4,697.0,15000
スタンダード（内国株式）,6096.T,レアジョブ,1,376.0,22200
プライム（内国株式）,6098.T,リクルートホールディングス,4,7930.0,7773600
プライム（内国株式）,6099.T,エラン,4,804.0,178500
プライム（内国株式）,6101.T,ツガミ,1,2375.0,413400
プライム（内国株式）,6103.T,オークマ,4,3485.0,356900
プライム（内国株式）,6104.T,芝浦機械,1,4325.0,282200
プライム（内国株式）,6113.T,アマダ,2,1822.5,2018800
プライム（内国株式）,6118.T,アイダエンジニアリング,1,935.0,198600
スタンダード（内国株式）,6125.T,岡本工作機械製作所,1,4940.0,34400
プライム（内国株式）,6134.T,ＦＵＪＩ,1,2763.5,426700
プライム（内国株式）,6135.T,牧野フライス製作所,1,11560.0,52300
プライム（内国株式）,6136.T,オーエスジー,1,2038.0,478000
スタンダード（内国株式）,6137.T,小池酸素工業,1,1408.0,30600
スタンダード（内国株式）,6138.T,ダイジェット工業,2,1022.0,19000
プライム（内国株式）,6140.T,旭ダイヤモンド工業,1,885.0,449800
プライム（内国株式）,6141.T,ＤＭＧ森精機,4,2964.0,1550600
プライム（内国株式）,6143.T,ソディック,6,894.0,244700
スタンダード（内国株式）,6144.T,西部電機,1,2181.0,1200
スタンダード（内国株式）,6145.T,ＮＩＴＴＯＫＵ,1,2265.0,56900
プライム（内国株式）,6146.T,ディスコ,1,47610.0,7690400
スタンダード（内国株式）,6147.T,ヤマザキ,4,320.0,6000
スタンダード（内国株式）,6149.T,小田原エンジニアリング,1,2778.0,72500
スタンダード（内国株式）,6150.T,タケダ機械,1,3035.0,1700
プライム（内国株式）,6151.T,日東工器,4,1779.0,20200
スタンダード（内国株式）,6155.T,高松機械工業,2,494.0,13100
スタンダード（内国株式）,6156.T,エーワン精密,1,1785.0,7400
プライム（内国株式）,6157.T,日進工具,1,822.0,59400
スタンダード（内国株式）,6158.T,和井田製作所,1,888.0,1100
スタンダード（内国株式）,6159.T,ミクロン精密,1,1753.0,5500
スタンダード（内国株式）,6161.T,エスティック,3,1016.0,400
スタンダード（内国株式）,6165.T,パンチ工業,1,448.0,62200
グロース（内国株式）,6166.T,中村超硬,4,309.0,16300
プライム（内国株式）,6167.T,冨士ダイス,2,829.0,49600
スタンダード（内国株式）,6171.T,土木管理総合試験所,1,533.0,223000
グロース（内国株式）,6173.T,アクアライン,1,345.0,8500
グロース（内国株式）,6176.T,ブランジスタ,1,824.0,211700
グロース（内国株式）,6177.T,ＡｐｐＢａｎｋ,3,193.0,1322500
プライム（内国株式）,6178.T,日本郵政,2,1493.5,10286900
グロース（内国株式）,6180.T,ＧＭＯメディア,2,5000.0,1900
グロース（内国株式）,6181.T,タメニー,4,122.0,51900
グロース（内国株式）,6182.T,メタリアル,4,585.0,45100
プライム（内国株式）,6183.T,ベルシステム２４ホールディングス,1,1330.0,137000
プライム（内国株式）,6184.T,鎌倉新書,1,621.0,174500
スタンダード（内国株式）,6185.T,ＳＭＮ,1,514.0,110000
スタンダード（内国株式）,6186.T,一蔵,4,387.0,6800
スタンダード（内国株式）,6189.T,グローバルキッズＣＯＭＰＡＮＹ,1,785.0,41600
グロース（内国株式）,6190.T,フェニックスバイオ,1,415.0,15100
プライム（内国株式）,6191.T,エアトリ,2,990.0,191000
グロース（内国株式）,6193.T,バーチャレクス・ホールディングス,1,1159.0,20100
プライム（内国株式）,6194.T,アトラエ,1,805.0,264600
グロース（内国株式）,6195.T,ホープ,4,203.0,40000
プライム（内国株式）,6196.T,ストライク,1,4535.0,186600
プライム（内国株式）,6197.T,ソラスト,1,491.0,421200
グロース（内国株式）,6198.T,キャリア,4,296.0,1900
スタンダード（内国株式）,6199.T,セラク,1,1733.0,16400
プライム（内国株式）,6200.T,インソース,1,987.0,367700
プライム（内国株式）,6201.T,豊田自動織機,1,16700.0,819600
スタンダード（内国株式）,6203.T,豊和工業,1,1376.0,534700
スタンダード（内国株式）,6208.T,石川製作所,2,1603.0,159000
プライム（内国株式）,6209.T,リケンＮＰＲ,1,3120.0,97300
スタンダード（内国株式）,6210.T,ＴＯＹＯイノベックス,1,680.0,54800
スタンダード（内国株式）,6217.T,津田駒工業,1,355.0,15000
スタンダード（内国株式）,6218.T,エンシュウ,1,551.0,41100
プライム（内国株式）,6222.T,島精機製作所,3,1059.0,189300
スタンダード（内国株式）,6223.T,西部技研,1,1679.0,28900
グロース（内国株式）,6224.T,ＪＲＣ,1,1773.0,60200
スタンダード（内国株式）,6226.T,守谷輸送機工業,1,5050.0,63000
スタンダード（内国株式）,6227.T,ＡＩメカテック,1,4890.0,352400
スタンダード（内国株式）,6228.T,ジェイ・イー・ティ,1,1021.0,215400
スタンダード（内国株式）,6229.T,オーケーエム,2,1473.0,15500
スタンダード（内国株式）,6230.T,ＳＡＮＥＩ,1,2135.0,4000
スタンダード（内国株式）,6231.T,木村工機,1,11930.0,6700
グロース（内国株式）,6232.T,ＡＣＳＬ,4,1031.0,335300
スタンダード（内国株式）,6233.T,ＫＬＡＳＳ,6,439.0,2800
プライム（内国株式）,6235.T,オプトラン,1,1665.0,225300
プライム（内国株式）,6237.T,イワキポンプ,1,2673.0,26300
プライム（内国株式）,6238.T,フリュー,1,1098.0,141500
スタンダード（内国株式）,6239.T,ナガオカ,1,1483.0,10000
プライム（内国株式）,6240.T,ヤマシンフィルタ,1,699.0,390600
スタンダード（内国株式）,6245.T,ヒラノテクシード,1,1640.0,48600
スタンダード（内国株式）,6246.T,テクノスマート,1,2092.0,58000
プライム（内国株式）,6247.T,日阪製作所,6,1397.0,63500
スタンダード（内国株式）,6248.T,横田製作所,1,1780.0,3700
スタンダード（内国株式）,6249.T,ゲームカード・ジョイコホールディングス,1,3080.0,146900
プライム（内国株式）,6250.T,やまびこ,1,2573.0,156700
プライム（内国株式）,6254.T,野村マイクロ・サイエンス,1,3300.0,1451900
グロース（内国株式）,6255.T,エヌ・ピー・シー,1,688.0,390900
スタンダード（内国株式）,6257.T,藤商事,1,1072.0,32300
プライム（内国株式）,6258.T,平田機工,5,1897.0,324900
スタンダード（内国株式）,6262.T,ＰＥＧＡＳＵＳ,1,675.0,136200
プライム（内国株式）,6264.T,マルマエ,1,1839.0,318200
スタンダード（内国株式）,6265.T,コンバム,1,2366.0,500
プライム（内国株式）,6266.T,タツモ,6,2293.0,434800
スタンダード（内国株式）,6267.T,ゼネラルパッカー,1,3400.0,1300
プライム（内国株式）,6268.T,ナブテスコ,1,3339.0,2401200
プライム（内国株式）,6269.T,三井海洋開発,1,7930.0,1697400
プライム（内国株式）,6272.T,レオン自動機,1,1403.0,95700
プライム（内国株式）,6273.T,ＳＭＣ,4,44410.0,806600
スタンダード（内国株式）,6276.T,シリウスビジョン,4,257.0,15900
プライム（内国株式）,6277.T,ホソカワミクロン,1,5610.0,96700
プライム（内国株式）,6278.T,ユニオンツール,1,8130.0,261500
プライム（内国株式）,6279.T,瑞光,1,1003.0,50600
プライム（内国株式）,6282.T,オイレス工業,1,2323.0,54200
プライム（内国株式）,6284.T,日精エー・エス・ビー機械,1,7210.0,40900
スタンダード（内国株式）,6286.T,靜甲,1,1024.0,9900
プライム（内国株式）,6287.T,サトー,1,2342.0,194100
プライム（内国株式）,6289.T,技研製作所,1,1464.0,56500
スタンダード（内国株式）,6291.T,日本エアーテック,1,1244.0,49900
スタンダード（内国株式）,6292.T,カワタ,1,900.0,23300
プライム（内国株式）,6293.T,日精樹脂工業,1,886.0,27500
プライム（内国株式）,6294.T,オカダアイヨン,1,2045.0,22000
スタンダード（内国株式）,6297.T,鉱研工業,4,757.0,1000
プライム（内国株式）,6298.T,ワイエイシイホールディングス,1,897.0,208500
プライム（内国株式）,6301.T,小松製作所,1,5219.0,4013000
プライム（内国株式）,6302.T,住友重機械工業,1,3392.0,1227200
プライム（内国株式）,6305.T,日立建機,1,4729.0,869500
