市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
スタンダード（内国株式）,5940.T,不二サッシ,1,872.0,1540900
スタンダード（内国株式）,5941.T,中西製作所,3,2430.0,3400
スタンダード（内国株式）,5942.T,日本フイルコン,1,504.0,39800
プライム（内国株式）,5943.T,ノーリツ,1,1984.0,122100
スタンダード（内国株式）,5945.T,天龍製鋸,1,2088.0,300
プライム（内国株式）,5946.T,長府製作所,1,1985.0,37000
プライム（内国株式）,5947.T,リンナイ,1,3793.0,336800
プライム（内国株式）,5949.T,ユニプレス,1,1093.0,78400
スタンダード（内国株式）,5950.T,日本パワーファスニング,1,196.0,28900
スタンダード（内国株式）,5951.T,ダイニチ工業,1,744.0,8300
スタンダード（内国株式）,5952.T,アマテイ,1,185.0,114900
スタンダード（内国株式）,5955.T,ワイズホールディングス,1,84.0,1289400
スタンダード（内国株式）,5956.T,トーソー,1,538.0,2600
プライム（内国株式）,5957.T,日東精工,1,636.0,73600
スタンダード（内国株式）,5958.T,三洋工業,2,4005.0,1200
プライム（内国株式）,5959.T,岡部,1,911.0,72100
スタンダード（内国株式）,5962.T,浅香工業,1,1620.0,700
スタンダード（内国株式）,5965.T,フジマック,1,1010.0,15600
スタンダード（内国株式）,5966.T,京都機械工具,3,2527.0,100
スタンダード（内国株式）,5967.T,ＴＯＮＥ,1,491.0,3000
スタンダード（内国株式）,5969.T,ロブテックス,1,1297.0,300
プライム（内国株式）,5970.T,ジーテクト,1,1905.0,59800
スタンダード（内国株式）,5971.T,共和工業所,1,5790.0,500
スタンダード（内国株式）,5973.T,トーアミ,4,535.0,1800
スタンダード（内国株式）,5974.T,中国工業,1,546.0,800
プライム（内国株式）,5975.T,東プレ,1,2150.0,71100
プライム（内国株式）,5976.T,高周波熱錬,1,1190.0,45400
プライム（内国株式）,5981.T,東京製綱,1,1374.0,30900
スタンダード（内国株式）,5982.T,マルゼン,3,3475.0,1300
スタンダード（内国株式）,5983.T,イワブチ,1,6780.0,500
スタンダード（内国株式）,5984.T,兼房,1,667.0,6300
スタンダード（内国株式）,5985.T,サンコール,1,385.0,178500
スタンダード（内国株式）,5986.T,モリテック　スチール,1,210.0,18400
スタンダード（内国株式）,5987.T,オーネックス,5,1900.0,0
プライム（内国株式）,5988.T,パイオラックス,5,1791.0,109100
プライム（内国株式）,5989.T,エイチワン,1,1458.0,69300
スタンダード（内国株式）,5990.T,スーパーツール,1,1993.0,800
プライム（内国株式）,5991.T,日本発條,1,1736.0,545700
スタンダード（内国株式）,5992.T,中央発條,1,3005.0,97900
スタンダード（内国株式）,5994.T,ファインシンター,1,882.0,1800
スタンダード（内国株式）,5997.T,協立エアテック,1,661.0,6900
スタンダード（内国株式）,5998.T,アドバネクス,1,843.0,2300
プライム（内国株式）,6005.T,三浦工業,1,3068.0,361900
プライム（内国株式）,6013.T,タクマ,1,2220.0,189200
スタンダード（内国株式）,6016.T,ジャパンエンジンコーポレーション,1,7500.0,233400
スタンダード（内国株式）,6018.T,阪神内燃機工業,1,2982.0,71200
スタンダード（内国株式）,6022.T,赤阪鐵工所,1,2550.0,7900
スタンダード（内国株式）,6023.T,ダイハツインフィニアース,1,2525.0,266000
グロース（内国株式）,6026.T,ＧＭＯ　ＴＥＣＨ,4,6650.0,1900
グロース（内国株式）,6027.T,弁護士ドットコム,4,3075.0,65900
プライム（内国株式）,6028.T,テクノプロ・ホールディングス,1,4977.0,1148000
スタンダード（内国株式）,6029.T,アトラグループ,1,188.0,57700
グロース（内国株式）,6030.T,アドベンチャー,6,3400.0,13600
グロース（内国株式）,6031.T,ＺＥＴＡ,1,425.0,134600
グロース（内国株式）,6033.T,エクストリーム,1,1288.0,2000
グロース（内国株式）,6034.T,ＭＲＴ,4,702.0,5600
プライム（内国株式）,6035.T,アイ・アールジャパンホールディングス,1,779.0,102200
プライム（内国株式）,6036.T,ＫｅｅＰｅｒ技研,4,3295.0,162200
スタンダード（内国株式）,6037.T,楽待,1,1056.0,81900
グロース（内国株式）,6038.T,イード,4,896.0,2200
グロース（内国株式）,6039.T,日本動物高度医療センター,1,2737.0,4300
グロース（内国株式）,6040.T,日本スキー場開発,1,540.0,190100
スタンダード（内国株式）,6042.T,ニッキ,1,2857.0,1900
スタンダード（内国株式）,6044.T,三機サービス,1,1753.0,43400
グロース（内国株式）,6045.T,レントラックス,1,1310.0,20000
グロース（内国株式）,6046.T,リンクバル,4,123.0,22700
プライム（内国株式）,6047.T,Ｇｕｎｏｓｙ,2,683.0,372100
スタンダード（内国株式）,6048.T,デザインワン・ジャパン,4,99.0,9800
グロース（内国株式）,6049.T,イトクロ,6,293.0,30600
プライム（内国株式）,6050.T,イー・ガーディアン,2,2074.0,115300
スタンダード（内国株式）,6054.T,リブセンス,4,146.0,30400
プライム（内国株式）,6055.T,ジャパンマテリアル,4,1366.0,319600
プライム（内国株式）,6058.T,ベクトル,1,1118.0,123300
スタンダード（内国株式）,6059.T,ウチヤマホールディングス,6,310.0,15200
スタンダード（内国株式）,6060.T,こころネット,1,1010.0,3200
スタンダード（内国株式）,6061.T,ユニバーサル園芸社,1,6060.0,12500
プライム（内国株式）,6062.T,チャーム・ケア・コーポレーション,1,1330.0,98100
スタンダード（内国株式）,6063.T,日本エマージェンシーアシスタンス,4,1004.0,1500
グロース（内国株式）,6069.T,トレンダーズ,4,908.0,34000
プライム（内国株式）,6070.T,キャリアリンク,1,2304.0,25900
プライム（内国株式）,6071.T,ＩＢＪ,1,910.0,309500
グロース（内国株式）,6072.T,地盤ネットホールディングス,4,169.0,437200
プライム（内国株式）,6073.T,アサンテ,1,1636.0,22300
スタンダード（内国株式）,6074.T,ジェイエスエス,1,559.0,3600
プライム（内国株式）,6078.T,バリューＨＲ,1,1691.0,13700
プライム（内国株式）,6080.T,Ｍ＆Ａキャピタルパートナーズ,1,2930.0,153900
グロース（内国株式）,6081.T,アライドアーキテクツ,1,240.0,73900
スタンダード（内国株式）,6082.T,ライドオンエクスプレスホールディングス,4,997.0,10500
スタンダード（内国株式）,6083.T,ＥＲＩホールディングス,1,3040.0,15900
グロース（内国株式）,6085.T,アーキテクツ・スタジオ・ジャパン,2,274.0,7100
グロース（内国株式）,6086.T,シンメンテホールディングス,1,1118.0,9500
スタンダード（内国株式）,6087.T,アビスト,1,3395.0,3000
プライム（内国株式）,6088.T,シグマクシス・ホールディングス,6,1209.0,374200
プライム（内国株式）,6089.T,ウィルグループ,1,971.0,21200
グロース（内国株式）,6090.T,ヒューマン・メタボローム・テクノロジーズ,6,779.0,4500
スタンダード（内国株式）,6091.T,ウエスコホールディングス,1,697.0,50600
スタンダード（内国株式）,6092.T,エンバイオ・ホールディングス,1,655.0,13800
スタンダード（内国株式）,6093.T,エスクロー・エージェント・ジャパン,4,129.0,241300
グロース（内国株式）,6094.T,フリークアウト・ホールディングス,1,524.0,17000
プライム（内国株式）,6095.T,メドピア,4,699.0,207900
スタンダード（内国株式）,6096.T,レアジョブ,4,362.0,4400
プライム（内国株式）,6098.T,リクルートホールディングス,1,8719.0,3573200
プライム（内国株式）,6099.T,エラン,1,839.0,221100
プライム（内国株式）,6101.T,ツガミ,1,2066.0,281600
プライム（内国株式）,6103.T,オークマ,1,4055.0,252200
プライム（内国株式）,6104.T,芝浦機械,1,3845.0,103300
プライム（内国株式）,6113.T,アマダ,1,1727.0,1048600
プライム（内国株式）,6118.T,アイダエンジニアリング,1,935.0,124700
スタンダード（内国株式）,6125.T,岡本工作機械製作所,1,4795.0,23400
プライム（内国株式）,6134.T,ＦＵＪＩ,1,2852.0,430300
プライム（内国株式）,6135.T,牧野フライス製作所,2,11480.0,32400
プライム（内国株式）,6136.T,オーエスジー,1,2008.0,447400
スタンダード（内国株式）,6137.T,小池酸素工業,1,1352.0,49200
スタンダード（内国株式）,6138.T,ダイジェット工業,1,893.0,1300
プライム（内国株式）,6140.T,旭ダイヤモンド工業,1,753.0,65100
プライム（内国株式）,6141.T,ＤＭＧ森精機,1,3425.0,1176200
プライム（内国株式）,6143.T,ソディック,4,918.0,295500
スタンダード（内国株式）,6144.T,西部電機,1,2000.0,6200
スタンダード（内国株式）,6145.T,ＮＩＴＴＯＫＵ,1,2036.0,67300
プライム（内国株式）,6146.T,ディスコ,1,41830.0,4329700
スタンダード（内国株式）,6147.T,ヤマザキ,1,326.0,29100
スタンダード（内国株式）,6149.T,小田原エンジニアリング,1,1981.0,4800
スタンダード（内国株式）,6150.T,タケダ機械,1,2929.0,1500
プライム（内国株式）,6151.T,日東工器,1,1880.0,11000
スタンダード（内国株式）,6155.T,高松機械工業,1,500.0,2900
スタンダード（内国株式）,6156.T,エーワン精密,4,1717.0,17200
プライム（内国株式）,6157.T,日進工具,1,776.0,29500
スタンダード（内国株式）,6158.T,和井田製作所,1,887.0,3300
スタンダード（内国株式）,6159.T,ミクロン精密,4,1633.0,3000
スタンダード（内国株式）,6161.T,エスティック,1,996.0,10200
スタンダード（内国株式）,6165.T,パンチ工業,1,405.0,30100
グロース（内国株式）,6166.T,中村超硬,1,360.0,31600
プライム（内国株式）,6167.T,冨士ダイス,1,779.0,32200
スタンダード（内国株式）,6171.T,土木管理総合試験所,1,471.0,604700
グロース（内国株式）,6173.T,アクアライン,5,293.0,1800
グロース（内国株式）,6176.T,ブランジスタ,1,771.0,48800
グロース（内国株式）,6177.T,ＡｐｐＢａｎｋ,3,106.0,448000
プライム（内国株式）,6178.T,日本郵政,1,1419.0,4291000
グロース（内国株式）,6180.T,ＧＭＯメディア,1,5040.0,4700
グロース（内国株式）,6181.T,タメニー,1,134.0,68700
グロース（内国株式）,6182.T,メタリアル,1,647.0,110000
プライム（内国株式）,6183.T,ベルシステム２４ホールディングス,1,1327.0,153900
プライム（内国株式）,6184.T,鎌倉新書,1,584.0,163300
スタンダード（内国株式）,6185.T,ＳＭＮ,4,415.0,30600
スタンダード（内国株式）,6186.T,一蔵,1,394.0,1600
スタンダード（内国株式）,6189.T,グローバルキッズＣＯＭＰＡＮＹ,1,725.0,9600
グロース（内国株式）,6190.T,フェニックスバイオ,1,458.0,73900
プライム（内国株式）,6191.T,エアトリ,1,949.0,94300
グロース（内国株式）,6193.T,バーチャレクス・ホールディングス,4,790.0,2400
プライム（内国株式）,6194.T,アトラエ,1,773.0,101000
グロース（内国株式）,6195.T,ホープ,1,219.0,34500
プライム（内国株式）,6196.T,ストライク,1,4050.0,103400
プライム（内国株式）,6197.T,ソラスト,1,439.0,143100
グロース（内国株式）,6198.T,キャリア,4,309.0,2500
スタンダード（内国株式）,6199.T,セラク,6,1607.0,8100
プライム（内国株式）,6200.T,インソース,4,917.0,454200
プライム（内国株式）,6201.T,豊田自動織機,4,16265.0,312200
スタンダード（内国株式）,6203.T,豊和工業,6,1074.0,197100
スタンダード（内国株式）,6208.T,石川製作所,1,1555.0,150100
プライム（内国株式）,6209.T,リケンＮＰＲ,1,2600.0,61500
スタンダード（内国株式）,6210.T,ＴＯＹＯイノベックス,1,659.0,27400
スタンダード（内国株式）,6217.T,津田駒工業,4,356.0,22600
スタンダード（内国株式）,6218.T,エンシュウ,6,445.0,16900
プライム（内国株式）,6222.T,島精機製作所,1,1101.0,195800
スタンダード（内国株式）,6223.T,西部技研,1,1650.0,39400
グロース（内国株式）,6224.T,ＪＲＣ,1,1507.0,114300
スタンダード（内国株式）,6226.T,守谷輸送機工業,1,4135.0,45800
スタンダード（内国株式）,6227.T,ＡＩメカテック,1,3350.0,84400
スタンダード（内国株式）,6228.T,ジェイ・イー・ティ,4,684.0,42600
スタンダード（内国株式）,6229.T,オーケーエム,1,1289.0,4100
スタンダード（内国株式）,6230.T,ＳＡＮＥＩ,3,2011.0,1300
スタンダード（内国株式）,6231.T,木村工機,3,9460.0,6500
グロース（内国株式）,6232.T,ＡＣＳＬ,4,1266.0,341600
スタンダード（内国株式）,6233.T,ＫＬＡＳＳ,1,450.0,8300
プライム（内国株式）,6235.T,オプトラン,1,1638.0,155000
プライム（内国株式）,6237.T,イワキポンプ,1,2604.0,5100
プライム（内国株式）,6238.T,フリュー,1,1074.0,65800
スタンダード（内国株式）,6239.T,ナガオカ,1,1436.0,8100
プライム（内国株式）,6240.T,ヤマシンフィルタ,1,630.0,469300
スタンダード（内国株式）,6245.T,ヒラノテクシード,1,1547.0,13200
スタンダード（内国株式）,6246.T,テクノスマート,1,1742.0,8100
プライム（内国株式）,6247.T,日阪製作所,1,1446.0,80800
スタンダード（内国株式）,6248.T,横田製作所,1,1545.0,1900
スタンダード（内国株式）,6249.T,ゲームカード・ジョイコホールディングス,1,2481.0,16000
プライム（内国株式）,6250.T,やまびこ,1,2191.0,60400
プライム（内国株式）,6254.T,野村マイクロ・サイエンス,1,2729.0,1888600
グロース（内国株式）,6255.T,エヌ・ピー・シー,4,646.0,163600
スタンダード（内国株式）,6257.T,藤商事,1,1064.0,7600
