市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
プライム（内国株式）,2933.T,紀文食品,1,1120.0,22800
グロース（内国株式）,2934.T,ジェイフロンティア,4,1682.0,16900
プライム（内国株式）,2935.T,ピックルスホールディングス,1,996.0,9600
グロース（内国株式）,2936.T,ベースフード,1,509.0,73300
グロース（内国株式）,2937.T,サンクゼール,1,1678.0,32700
スタンダード（内国株式）,2938.T,オカムラ食品工業,1,1198.0,58800
ETF・ETN,295A.T,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,1,9135.0,1
スタンダード（内国株式）,2961.T,日本調理機,1,3970.0,100
スタンダード（内国株式）,2962.T,テクニスコ,4,291.0,9300
グロース（内国株式）,296A.T,令和アカウンティング・ホールディングス,4,638.0,147800
スタンダード（内国株式）,2970.T,グッドライフカンパニー,6,3225.0,2400
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,2971.T,エスコンジャパンリート投資法人,1,125200.0,1023
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,2972.T,サンケイリアルエステート投資法人,1,96200.0,1163
プライム（内国株式）,2975.T,スター・マイカ・ホールディングス,1,1077.0,191100
グロース（内国株式）,2978.T,ツクルバ,4,586.0,4400
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,2979.T,ＳＯＳｉＬＡ物流リート投資法人,1,118400.0,907
スタンダード（内国株式）,297A.T,アルピコホールディングス,1,225.0,286500
プライム（内国株式）,2980.T,ＳＲＥホールディングス,5,3170.0,139800
グロース（内国株式）,2981.T,ランディックス,1,1922.0,5700
プライム（内国株式）,2982.T,ＡＤワークスグループ,1,359.0,670100
グロース（内国株式）,2983.T,アールプランナー,1,1819.0,17800
スタンダード（内国株式）,2984.T,ヤマイチ・ユニハイムエステート,1,700.0,2000
グロース（内国株式）,2986.T,ＬＡホールディングス,5,6340.0,31600
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,2989.T,東海道リート投資法人,1,110200.0,1389
グロース（内国株式）,298A.T,ＧＶＡ　ＴＥＣＨ,1,544.0,5200
スタンダード（内国株式）,2991.T,ランドネット,1,1185.0,5400
スタンダード（内国株式）,2993.T,長栄,1,2040.0,1300
グロース（内国株式）,2997.T,ストレージ王,1,891.0,1700
グロース（内国株式）,2998.T,クリアル,4,4905.0,38900
スタンダード（内国株式）,2999.T,ホームポジション,1,588.0,27700
グロース（内国株式）,299A.T,ｄｅｌｙ,1,2137.0,626900
スタンダード（内国株式）,3001.T,片倉工業,1,2668.0,63800
プライム（内国株式）,3002.T,グンゼ,1,3920.0,286700
プライム（内国株式）,3003.T,ヒューリック,1,1526.0,3172300
スタンダード（内国株式）,3004.T,神栄,1,1939.0,5900
スタンダード（内国株式）,300A.T,ＭＩＣ,4,2222.0,23200
スタンダード（内国株式）,3010.T,ポラリス・ホールディングス,1,228.0,251800
スタンダード（内国株式）,3011.T,バナーズ,6,144.0,12100
スタンダード（内国株式）,3020.T,アプライド,1,3505.0,1800
スタンダード（内国株式）,3021.T,パシフィックネット,3,1269.0,10500
スタンダード（内国株式）,3023.T,ラサ商事,1,1564.0,35300
スタンダード（内国株式）,3024.T,クリエイト,1,1081.0,12000
プライム（内国株式）,3028.T,アルペン,1,2475.0,101700
グロース（内国株式）,302A.T,ビースタイルホールディングス,5,1205.0,3000
スタンダード（内国株式）,3030.T,ハブ,1,786.0,6200
プライム（内国株式）,3031.T,ラクーンホールディングス,5,685.0,78400
プライム（内国株式）,3034.T,クオールホールディングス,1,2105.0,172300
スタンダード（内国株式）,3035.T,ケイティケイ,1,684.0,42800
プライム（内国株式）,3036.T,アルコニックス,1,2061.0,331700
プライム（内国株式）,3038.T,神戸物産,4,4057.0,1328700
グロース（内国株式）,303A.T,ｖｉｓｕｍｏ,4,1002.0,5400
プライム（内国株式）,3040.T,ソリトンシステムズ,1,1375.0,10800
スタンダード（内国株式）,3041.T,ビューティカダンホールディングス,4,465.0,10300
グロース（内国株式）,3042.T,セキュアヴェイル,1,328.0,67200
スタンダード（内国株式）,3045.T,カワサキ,1,1499.0,3700
プライム（内国株式）,3046.T,ジンズホールディングス,4,7790.0,258000
プライム（内国株式）,3048.T,ビックカメラ,3,1620.5,735100
グロース（内国株式）,304A.T,フォルシア,3,2134.0,900
プライム（内国株式）,3050.T,ＤＣＭホールディングス,1,1461.0,296500
スタンダード（内国株式）,3053.T,ペッパーフードサービス,6,208.0,176700
スタンダード（内国株式）,3054.T,ハイパー,1,311.0,4600
スタンダード（内国株式）,3058.T,三洋堂ホールディングス,1,686.0,1800
スタンダード（内国株式）,3059.T,ヒラキ,4,840.0,5900
グロース（内国株式）,3063.T,ジェイグループホールディングス,1,787.0,28600
プライム（内国株式）,3064.T,ＭｏｎｏｔａＲＯ,4,2568.0,1854000
スタンダード（内国株式）,3065.T,ライフフーズ,3,1664.0,500
スタンダード（内国株式）,3067.T,東京一番フーズ,6,458.0,7400
スタンダード（内国株式）,3068.T,ＷＤＩ,1,3010.0,3100
スタンダード（内国株式）,3069.T,ＪＦＬＡホールディングス,1,174.0,130300
グロース（内国株式）,3070.T,ジェリービーンズグループ,2,240.0,1090200
スタンダード（内国株式）,3071.T,ストリーム,3,111.0,83300
プライム（内国株式）,3073.T,ＤＤグループ,1,1696.0,513300
スタンダード（内国株式）,3075.T,銚子丸,1,1572.0,9400
プライム（内国株式）,3076.T,あい　ホールディングス,1,2469.0,70200
スタンダード（内国株式）,3077.T,ホリイフードサービス,1,351.0,43300
スタンダード（内国株式）,3079.T,ディーブイエックス,1,1430.0,207300
スタンダード（内国株式）,3080.T,ジェーソン,4,692.0,20500
スタンダード（内国株式）,3082.T,きちりホールディングス,6,906.0,8300
スタンダード（内国株式）,3083.T,スターシーズ,4,745.0,48200
プライム（内国株式）,3086.T,Ｊ．フロント　リテイリング,1,2120.0,1078800
プライム（内国株式）,3087.T,ドトール・日レスホールディングス,5,2569.0,165800
プライム（内国株式）,3088.T,マツキヨココカラ＆カンパニー,1,3220.0,770900
スタンダード（内国株式）,3089.T,テクノアルファ,1,919.0,1800
プライム（内国株式）,3091.T,ブロンコビリー,1,3930.0,50700
プライム（内国株式）,3092.T,ＺＯＺＯ,4,1491.0,3026500
プライム（内国株式）,3093.T,トレジャー・ファクトリー,4,1705.0,168300
スタンダード（内国株式）,3094.T,スーパーバリュー,4,635.0,16500
スタンダード（内国株式）,3096.T,オーシャンシステム,1,1323.0,7300
プライム（内国株式）,3097.T,物語コーポレーション,1,4050.0,118300
プライム（内国株式）,3099.T,三越伊勢丹ホールディングス,6,2282.5,1769900
プライム（内国株式）,3101.T,東洋紡,1,1009.0,516300
プライム（内国株式）,3103.T,ユニチカ,1,184.0,893700
プライム（内国株式）,3104.T,富士紡ホールディングス,1,6130.0,83800
プライム（内国株式）,3105.T,日清紡ホールディングス,1,989.4000244140625,928900
プライム（内国株式）,3106.T,倉敷紡績,1,8130.0,65800
プライム（内国株式）,3107.T,ダイワボウホールディングス,1,2878.0,353300
プライム（内国株式）,3109.T,シキボウ,1,1009.0,11900
プライム（内国株式）,3110.T,日東紡績,3,5690.0,1742900
スタンダード（内国株式）,3111.T,オーミケンシ,1,291.0,5300
スタンダード（内国株式）,3113.T,ＵＮＩＶＡ・Ｏａｋホールディングス,3,80.0,67600
プライム（内国株式）,3116.T,トヨタ紡織,1,2259.0,766300
スタンダード（内国株式）,3121.T,マーチャント・バンカーズ,4,286.0,243500
スタンダード（内国株式）,3123.T,サイボー,1,539.0,9000
スタンダード（内国株式）,3131.T,シンデン・ハイテックス,1,2940.0,11300
プライム（内国株式）,3132.T,マクニカホールディングス,1,2031.5,521100
グロース（内国株式）,3133.T,海帆,4,687.0,231300
スタンダード（内国株式）,3134.T,Ｈａｍｅｅ,6,1328.0,37700
プライム（内国株式）,3135.T,マーケットエンタープライズ,1,1615.0,13800
グロース（内国株式）,3137.T,ファンデリー,1,455.0,419300
グロース（内国株式）,3138.T,富士山マガジンサービス,4,916.0,3400
プライム（内国株式）,3139.T,ラクト・ジャパン,1,3985.0,18200
ETF・ETN,313A.T,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,1,205.0,111120
グロース（内国株式）,3140.T,ＢＲＵＮＯ,4,992.0,4400
プライム（内国株式）,3141.T,ウエルシアホールディングス,4,2570.0,279300
スタンダード（内国株式）,3143.T,オーウイル,2,1767.0,4000
プライム（内国株式）,3148.T,クリエイトＳＤホールディングス,1,3480.0,115800
ETF・ETN,314A.T,ｉシェアーズ　ゴールド　ＥＴＦ,1,235.3000030517578,1077510
プライム（内国株式）,3150.T,グリムス,1,2551.0,35500
プライム（内国株式）,3151.T,バイタルケーエスケー・ホールディングス,1,1293.0,72700
プライム（内国株式）,3153.T,八洲電機,1,1896.0,81000
プライム（内国株式）,3154.T,メディアスホールディングス,5,880.0,21300
プライム（内国株式）,3156.T,レスター,1,2744.0,38200
スタンダード（内国株式）,3157.T,ジオリーブグループ,1,1203.0,4800
スタンダード（内国株式）,3159.T,丸善ＣＨＩホールディングス,4,325.0,155800
ETF・ETN,315A.T,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,1,1053.0,106361
スタンダード（内国株式）,3160.T,大光,1,577.0,26400
スタンダード（内国株式）,3161.T,アゼアス,1,643.0,1200
スタンダード（内国株式）,3166.T,ＯＣＨＩホールディングス,1,1405.0,3000
プライム（内国株式）,3167.T,ＴＯＫＡＩホールディングス,1,1078.0,114200
スタンダード（内国株式）,3168.T,ＭＥＲＦ,1,574.0,13400
スタンダード（内国株式）,3169.T,ミサワ,6,641.0,7000
ETF・ETN,316A.T,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,1,2071.0,500336
スタンダード（内国株式）,3172.T,ティーライフ,4,1131.0,17100
スタンダード（内国株式）,3173.T,Ｃｏｍｉｎｉｘ,1,885.0,2500
スタンダード（内国株式）,3174.T,ハピネス・アンド・ディ,1,716.0,900
スタンダード（内国株式）,3175.T,エー・ピーホールディングス,1,939.0,6100
プライム（内国株式）,3176.T,三洋貿易,1,1508.0,25700
スタンダード（内国株式）,3177.T,ありがとうサービス,4,3340.0,1700
スタンダード（内国株式）,3178.T,チムニー,1,1279.0,7900
プライム（内国株式）,3179.T,シュッピン,1,1294.0,156100
プライム（内国株式）,3180.T,ビューティガレージ,1,1742.0,26500
スタンダード（内国株式）,3181.T,買取王国,3,897.0,9300
プライム（内国株式）,3182.T,オイシックス・ラ・大地,1,1813.0,132600
プライム（内国株式）,3183.T,ウイン・パートナーズ,1,1329.0,9600
スタンダード（内国株式）,3184.T,ＩＣＤＡホールディングス,1,4225.0,400
グロース（内国株式）,3185.T,夢展望,3,140.0,161300
プライム（内国株式）,3186.T,ネクステージ,1,1958.0,508700
グロース（内国株式）,3187.T,ミラタップ,4,346.0,13100
スタンダード（内国株式）,3189.T,ＡＮＡＰホールディングス,4,671.0,633100
ETF・ETN,318A.T,ＶＩＸ短期先物指数ＥＴＦ,4,802.2000122070312,1450160
スタンダード（内国株式）,3190.T,ホットマン,3,589.0,2800
プライム（内国株式）,3191.T,ジョイフル本田,1,2127.0,147800
スタンダード（内国株式）,3192.T,白鳩,4,267.0,1600
プライム（内国株式）,3193.T,エターナルホスピタリティグループ,3,3020.0,38100
グロース（内国株式）,3195.T,ジェネレーションパス,1,514.0,2633700
プライム（内国株式）,3196.T,ホットランドホールディングス,4,2002.0,73600
プライム（内国株式）,3197.T,すかいらーくホールディングス,4,2881.0,731900
プライム（内国株式）,3198.T,ＳＦＰホールディングス,1,2239.0,35200
プライム（内国株式）,3199.T,綿半ホールディングス,1,1621.0,15500
グロース（内国株式）,319A.T,技術承継機構,1,5440.0,75700
プライム（内国株式）,3201.T,日本毛織,4,1408.0,67500
スタンダード（内国株式）,3202.T,ダイトウボウ,1,110.0,57200
スタンダード（内国株式）,3204.T,トーア紡コーポレーション,1,408.0,10200
スタンダード（内国株式）,3205.T,ダイドーリミテッド,1,998.0,269300
プライム（内国株式）,3221.T,ヨシックスホールディングス,1,2650.0,16700
スタンダード（内国株式）,3222.T,ユナイテッド・スーパーマーケット・ホールディングス,1,1024.0,1860900
スタンダード（内国株式）,3223.T,エスエルディー,1,1001.0,1700
グロース（内国株式）,3224.T,ゼネラル・オイスター,4,673.0,3400
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3226.T,日本アコモデーションファンド投資法人,1,120400.0,4164
プライム（内国株式）,3231.T,野村不動産ホールディングス,1,869.5999755859375,1956500
プライム（内国株式）,3232.T,三重交通グループホールディングス,1,515.0,234300
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3234.T,森ヒルズリート投資法人,1,138400.0,3557
スタンダード（内国株式）,3236.T,プロパスト,6,202.0,72200
グロース（内国株式）,3237.T,イントランス,6,76.0,190400
スタンダード（内国株式）,3238.T,セントラル総合開発,4,413.0,70400
グロース（内国株式）,323A.T,フライヤー,4,767.0,21500
スタンダード（内国株式）,3241.T,ウィル,1,501.0,22600
スタンダード（内国株式）,3242.T,アーバネットコーポレーション,1,511.0,105700
プライム（内国株式）,3245.T,ディア・ライフ,1,1317.0,170700
スタンダード（内国株式）,3246.T,コーセーアールイー,4,637.0,5700
スタンダード（内国株式）,3248.T,アールエイジ,1,841.0,900
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3249.T,産業ファンド投資法人,1,126400.0,8689
グロース（内国株式）,324A.T,ブッキングリゾート,5,1170.0,33600
プライム（内国株式）,3252.T,地主,1,2408.0,62100
グロース（内国株式）,325A.T,ＴＥＮＴＩＡＬ,4,3870.0,116500
グロース（内国株式）,3261.T,グランディーズ,6,1107.0,15000
スタンダード（内国株式）,3266.T,ファンドクリエーショングループ,4,81.0,14400
スタンダード（内国株式）,3267.T,フィル・カンパニー,4,853.0,13000
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3269.T,アドバンス・レジデンス投資法人,1,158300.0,4039
スタンダード（内国株式）,3271.T,ＴＨＥグローバル社,1,1150.0,77800
プライム（内国株式）,3276.T,ＪＰＭＣ,1,1200.0,14000
スタンダード（内国株式）,3277.T,サンセイランディック,1,1236.0,15500
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3279.T,アクティビア・プロパティーズ投資法人,1,130900.0,4897
スタンダード（内国株式）,3280.T,エストラスト,1,1195.0,4200
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3281.T,ＧＬＰ投資法人,1,134600.0,10667
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3282.T,コンフォリア・レジデンシャル投資法人,1,297800.0,1525
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3283.T,日本プロロジスリート投資法人,1,81800.0,10613
プライム（内国株式）,3284.T,フージャースホールディングス,1,1365.0,76800
スタンダード（内国株式）,3286.T,トラストホールディングス,4,915.0,4900
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3287.T,星野リゾート・リート投資法人,1,265200.0,2487
プライム（内国株式）,3288.T,オープンハウスグループ,1,6915.0,206400
プライム（内国株式）,3289.T,東急不動産ホールディングス,1,1114.5,2284300
ETF・ETN,328A.T,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,1,1124.0,73
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3290.T,Ｏｎｅリート投資法人,1,269500.0,653
プライム（内国株式）,3291.T,飯田グループホールディングス,1,2156.0,304600
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3292.T,イオンリート投資法人,1,129600.0,3436
スタンダード（内国株式）,3293.T,アズマハウス,1,757.0,1500
スタンダード（内国株式）,3294.T,イーグランド,1,1607.0,9200
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3295.T,ヒューリックリート投資法人,1,167700.0,3093
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3296.T,日本リート投資法人,1,95800.0,3536
スタンダード（内国株式）,3297.T,東武住販,6,1089.0,1400
スタンダード（内国株式）,3299.T,ムゲンエステート,6,2000.0,98000
グロース（内国株式）,3300.T,アンビション　ＤＸ　ホールディングス,1,2444.0,70900
プライム（内国株式）,3302.T,帝国繊維,1,3045.0,37300
スタンダード（内国株式）,3306.T,日本製麻,1,737.0,46200
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3309.T,積水ハウス・リート投資法人,1,79700.0,15332
グロース（内国株式）,330A.T,ＴａｌｅｎｔＸ,4,1198.0,55300
プライム（内国株式）,3315.T,日本コークス工業,1,90.0,2364100
スタンダード（内国株式）,3317.T,フライングガーデン,1,2670.0,2800
プライム（内国株式）,3319.T,ゴルフダイジェスト・オンライン,4,427.0,72300
スタンダード（内国株式）,331A.T,メディックス,1,530.0,6200
スタンダード（内国株式）,3320.T,クロスプラス,1,1199.0,30900
スタンダード（内国株式）,3321.T,ミタチ産業,1,1276.0,15100
スタンダード（内国株式）,3323.T,レカム,3,81.0,151200
スタンダード（内国株式）,3326.T,ランシステム,1,612.0,6200
プライム（内国株式）,3328.T,ＢＥＥＮＯＳ,2,3985.0,9600
スタンダード（内国株式）,3329.T,東和フードサービス,1,2103.0,2100
グロース（内国株式）,332A.T,ミーク,4,789.0,105600
プライム（内国株式）,3333.T,あさひ,1,1396.0,120000
プライム（内国株式）,3341.T,日本調剤,1,3920.0,222500
スタンダード（内国株式）,3347.T,トラスト,4,408.0,24600
プライム（内国株式）,3349.T,コスモス薬品,1,9534.0,204500
グロース（内国株式）,334A.T,ビジュアル・プロセッシング・ジャパン,1,1562.0,4700
スタンダード（内国株式）,3350.T,メタプラネット,4,926.0,44988400
スタンダード（内国株式）,3352.T,バッファロー,1,1426.0,1800
スタンダード（内国株式）,3353.T,メディカル一光グループ,1,3180.0,5100
スタンダード（内国株式）,3355.T,クリヤマホールディングス,1,1567.0,62400
スタンダード（内国株式）,3358.T,ワイエスフード,4,97.0,49100
グロース（内国株式）,3359.T,ｃｏｔｔａ,1,441.0,7900
グロース（内国株式）,335A.T,ミライロ,5,648.0,79800
プライム（内国株式）,3360.T,シップヘルスケアホールディングス,1,2165.5,218500
スタンダード（内国株式）,3361.T,トーエル,1,796.0,7200
グロース（内国株式）,336A.T,ダイナミックマッププラットフォーム,4,1119.0,165500
スタンダード（内国株式）,3370.T,フジタコーポレーション,3,363.0,52400
プライム（内国株式）,3371.T,ソフトクリエイトホールディングス,1,2229.0,15200
スタンダード（内国株式）,3372.T,関門海,1,247.0,16500
スタンダード（内国株式）,3374.T,内外テック,1,2049.0,2300
スタンダード（内国株式）,3375.T,ＺＯＡ,1,1623.0,1000
スタンダード（内国株式）,3377.T,バイク王＆カンパニー,4,418.0,5900
プライム（内国株式）,3382.T,セブン＆アイ・ホールディングス,4,1990.5,7113100
スタンダード（内国株式）,3386.T,コスモ・バイオ,1,1184.0,10100
プライム（内国株式）,3387.T,クリエイト・レストランツ・ホールディングス,1,1620.0,1237900
プライム（内国株式）,3388.T,明治電機工業,1,1992.0,26700
グロース（内国株式）,338A.T,ＺｅｎｍｕＴｅｃｈ,4,8730.0,315000
プライム（内国株式）,3391.T,ツルハホールディングス,4,11220.0,128700
スタンダード（内国株式）,3392.T,デリカフーズホールディングス,1,606.0,12300
プライム（内国株式）,3393.T,スターティアホールディングス,4,2640.0,10800
プライム（内国株式）,3395.T,サンマルクホールディングス,1,2478.0,123400
スタンダード（内国株式）,3396.T,フェリシモ,5,835.0,2800
プライム（内国株式）,3397.T,トリドールホールディングス,1,4491.0,259000
スタンダード（内国株式）,3399.T,丸千代山岡家,1,6800.0,231800
グロース（内国株式）,339A.T,プログレス・テクノロジーズ　グループ,1,1390.0,7300
プライム（内国株式）,3401.T,帝人,1,1298.0,2179600
プライム（内国株式）,3402.T,東レ,1,1035.5,2694100
プライム（内国株式）,3405.T,クラレ,1,1863.0,1014500
プライム（内国株式）,3407.T,旭化成,1,1091.0,4984300
スタンダード（内国株式）,3409.T,北日本紡績,2,228.0,210500
グロース（内国株式）,340A.T,ジグザグ,4,1828.0,74200
プライム（内国株式）,3415.T,ＴＯＫＹＯ　ＢＡＳＥ,1,531.0,1405300
グロース（内国株式）,3416.T,ピクスタ,1,1016.0,12900
スタンダード（内国株式）,3417.T,大木ヘルスケアホールディングス,1,1239.0,106900
グロース（内国株式）,3418.T,バルニバービ,4,1142.0,53900
グロース（内国株式）,341A.T,トヨコー,1,3300.0,769000
スタンダード（内国株式）,3420.T,ケー・エフ・シー,1,1582.0,16800
スタンダード（内国株式）,3421.T,稲葉製作所,1,1852.0,62500
スタンダード（内国株式）,3422.T,Ｊ－ＭＡＸ,1,351.0,11000
スタンダード（内国株式）,3423.T,エスイー,2,261.0,23300
スタンダード（内国株式）,3426.T,アトムリビンテック,1,1553.0,14400
プライム（内国株式）,3431.T,宮地エンジニアリンググループ,1,1987.0,42700
プライム（内国株式）,3433.T,トーカロ,1,1944.0,245300
スタンダード（内国株式）,3434.T,アルファＣｏ,1,1208.0,6700
スタンダード（内国株式）,3435.T,サンコーテクノ,2,1296.0,900
プライム（内国株式）,3436.T,ＳＵＭＣＯ,1,1197.5,4859200
スタンダード（内国株式）,3437.T,特殊電極,1,2636.0,100
スタンダード（内国株式）,3439.T,三ツ知,1,646.0,3900
スタンダード（内国株式）,343A.T,ＩＡＣＥトラベル,1,1067.0,8500
スタンダード（内国株式）,3440.T,日創グループ,1,1091.0,25900
スタンダード（内国株式）,3441.T,山王,1,999.0,16200
プライム（内国株式）,3443.T,川田テクノロジーズ,1,4010.0,45800
スタンダード（内国株式）,3444.T,菊池製作所,1,345.0,24600
プライム（内国株式）,3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,1,3110.0,52200
プライム（内国株式）,3446.T,ジェイテックコーポレーション,1,1269.0,40800
スタンダード（内国株式）,3447.T,信和,1,821.0,165600
スタンダード（内国株式）,3449.T,テクノフレックス,1,1417.0,26600
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3451.T,トーセイ・リート投資法人,1,143000.0,652
スタンダード（内国株式）,3452.T,ビーロット,1,1514.0,50000
スタンダード（内国株式）,3454.T,ファーストブラザーズ,1,1071.0,5700
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3455.T,ヘルスケア＆メディカル投資法人,1,116000.0,661
プライム（内国株式）,3457.T,Ａｎｄ　Ｄｏホールディングス,5,1093.0,24300
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3459.T,サムティ・レジデンシャル投資法人,1,104400.0,2488
スタンダード（内国株式）,3461.T,パルマ,1,536.0,4800
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3462.T,野村不動産マスターファンド投資法人,1,161400.0,9858
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3463.T,いちごホテルリート投資法人,1,133100.0,1271
プライム（内国株式）,3465.T,ケイアイスター不動産,1,4975.0,70600
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3466.T,ラサールロジポート投資法人,1,145800.0,3451
スタンダード（内国株式）,3467.T,アグレ都市デザイン,1,1926.0,5300
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3468.T,スターアジア不動産投資法人,1,59000.0,10403
スタンダード（内国株式）,3469.T,デュアルタップ,4,805.0,22000
ETF・ETN,346A.T,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　半導体・半導体製造装置３５％キャップ指数連動型上場投信,1,2688.0,5607
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3470.T,マリモ地方創生リート投資法人,1,111900.0,896
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3471.T,三井不動産ロジスティクスパーク投資法人,1,104800.0,12012
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3472.T,日本ホテル＆レジデンシャル投資法人,1,78200.0,1118
グロース（内国株式）,3474.T,Ｇ－ＦＡＣＴＯＲＹ,1,620.0,2600
プライム（内国株式）,3475.T,グッドコムアセット,1,1322.0,382200
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3476.T,投資法人みらい,1,46300.0,2388
グロース（内国株式）,3477.T,フォーライフ,1,735.0,7000
グロース（内国株式）,3479.T,ティーケーピー,5,1911.0,89800
プライム（内国株式）,3480.T,ジェイ・エス・ビー,1,4005.0,11300
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3481.T,三菱地所物流リート投資法人,1,121500.0,3698
プライム（内国株式）,3482.T,ロードスターキャピタル,1,2941.0,88500
プライム（内国株式）,3484.T,イノベーションホールディングス,1,1006.0,3200
プライム（内国株式）,3486.T,グローバル・リンク・マネジメント,1,2242.0,41400
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3487.T,ＣＲＥロジスティクスファンド投資法人,1,151500.0,1243
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3488.T,ザイマックス・リート投資法人,1,116700.0,768
スタンダード（内国株式）,3489.T,フェイスネットワーク,1,2440.0,27100
ETF・ETN,348A.T,ＭＡＸＩＳ読売３３３日本株上場投信,1,216.0,11500
スタンダード（内国株式）,3490.T,アズ企画設計,1,2874.0,13000
グロース（内国株式）,3491.T,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1,2023.0,121000
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,3492.T,タカラレーベン不動産投資法人,1,95700.0,3766
スタンダード（内国株式）,3494.T,マリオン,1,478.0,17000
スタンダード（内国株式）,3495.T,香陵住販,1,2646.0,1700
プライム（内国株式）,3496.T,アズーム,1,9870.0,135800
グロース（内国株式）,3497.T,ＬｅＴｅｃｈ,6,1496.0,4100
プライム（内国株式）,3498.T,霞ヶ関キャピタル,1,18280.0,678400
ETF・ETN,349A.T,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本グロース株式,1,564.2000122070312,3840
プライム（内国株式）,3501.T,ＳＵＭＩＮＯＥ,6,1115.0,22100
グロース（内国株式）,350A.T,デジタルグリッド,1,11590.0,187500
スタンダード（内国株式）,3512.T,日本フエルト,1,542.0,40400
スタンダード（内国株式）,3513.T,イチカワ,1,1799.0,3000
スタンダード（内国株式）,3521.T,エコナックホールディングス,1,162.0,25100
スタンダード（内国株式）,3524.T,日東製網,6,1432.0,6500
スタンダード（内国株式）,3526.T,芦森工業,2,2828.0,13500
スタンダード（内国株式）,3529.T,アツギ,4,1181.0,12800
グロース（内国株式）,352A.T,ＬＩＦＥ　ＣＲＥＡＴＥ,1,1345.0,61400
スタンダード（内国株式）,3536.T,アクサスホールディングス,1,136.0,16100
スタンダード（内国株式）,3537.T,昭栄薬品,5,1651.0,900
スタンダード（内国株式）,3538.T,ウイルプラスホールディングス,1,1004.0,3200
プライム（内国株式）,3539.T,ＪＭホールディングス,1,2956.0,64400
スタンダード（内国株式）,3540.T,歯愛メディカル,5,990.0,29700
グロース（内国株式）,3541.T,農業総合研究所,1,565.0,1073500
グロース（内国株式）,3542.T,ベガコーポレーション,1,2072.0,164400
プライム（内国株式）,3543.T,コメダホールディングス,1,3095.0,171700
スタンダード（内国株式）,3544.T,サツドラホールディングス,5,842.0,4700
プライム（内国株式）,3546.T,アレンザホールディングス,1,1074.0,17700
スタンダード（内国株式）,3547.T,串カツ田中ホールディングス,1,2048.0,95300
プライム（内国株式）,3548.T,バロックジャパンリミテッド,1,794.0,62400
プライム（内国株式）,3549.T,クスリのアオキホールディングス,1,4066.0,225400
ETF・ETN,354A.T,ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株高配当５０指数,1,2324.0,12350
グロース（内国株式）,3550.T,スタジオアタオ,1,219.0,12400
スタンダード（内国株式）,3551.T,ダイニック,1,930.0,17200
スタンダード（内国株式）,3553.T,共和レザー,1,809.0,73000
グロース（内国株式）,3556.T,リネットジャパングループ,1,641.0,73400
グロース（内国株式）,3557.T,ユナイテッド＆コレクティブ,1,991.0,13500
グロース（内国株式）,3558.T,ジェイドグループ,1,1438.0,64300
